strength,dexterity,fighting,shieldsSkill,armourSkill,armourEncumb,shieldPenalty,species size,weap1 damage,w1 base delay,w1 min delay,w1 total slaying,brand,w1 ranged?,weap2 damage,w2 base delay,w2 min delay,w2 total slaying,w2 brand,w2 ranged?,,,Authorisation:,https://yagisanatode.com/2020/08/17/running-google-apps-script-for-the-first-time-whats-with-all-the-warnings/,,,,,,,,,,
glowing shapeshifter,10,550,0,10,55,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
deep elf archer,10,500,0,15,50,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
necromancer,10,400,0,13,40,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
howler monkey,3,185,1,11,18.5,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
electric eel,3,165,1,15,16.5,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
orc wizard,3,150,1,12,15,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
orc priest,3,150,1,10,15,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
vampire bat,3,105,1,14,10.5,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
wizard,10,400,0,13,40,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
fire vortex,10,300,0,5,30,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
lost soul,10,250,0,10,25,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
ragged hierophant,9,1200,0,10,120,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Harold,9,765,0,8,76.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Erica,9,630,0,11,63,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
ironbound convoker,9,495,0,10,49.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
moth of wrath,9,495,0,10,49.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
deep elf zephyrmancer,9,405,0,13,40.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
deep elf pyromancer,9,405,0,13,40.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
floating eye,9,165,0,1,16.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
fungus,8,2000,0,0,200,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Snorg,8,960,0,10,96,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
shapeshifter,7,385,0,10,38.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Joseph,6,660,0,10,66,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
spatial vortex,6,540,0,5,54,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Prince Ribbit,6,390,0,16,39,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
blink frog,6,330,0,16,33,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
small abomination,6,270,0,0,27,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
golden eye,6,120,0,20,12,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Maggie,5,600,0,10,60,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Robin,2,160,1,8,16,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
adder,2,110,1,15,11,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
Psyche,5,400,0,12,40,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
battlesphere,5,150,0,5,15,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Edmund,4,440,0,10,44,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Eustachio,4,400,0,13,40,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
orc warrior,4,280,0,13,28,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
giant frog,4,220,0,12,22,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
boggart,4,200,0,12,20,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Blork the orc,3,315,0,9,31.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Sigmund,3,270,0,11,27,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Dowan,3,240,0,13,24,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
barachi,3,180,0,10,18,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
jelly,3,165,0,2,16.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Terence,2,200,0,10,20,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
Jessica,1,95,0,10,9.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
zombie,1,75,0,4,7.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
small zombie,1,75,0,4,7.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
orc,1,70,0,10,7,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
training dummy,1,60,0,0,6,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
goblin,1,40,0,12,4,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
snake,1,35,0,11,3.5,1.083922799,1.078429947,1.078192178,1.075203935,1.0719388,1.067258309,1.062088012,1.05596149,1.049449429,1.042003954,1.033993296,1.025005856,1.015284237,1.004459837,0.9924652501,0.9793744341,0.9648031676,0.948752878,0.9308254714,0.8653724617,0.7996728767,0.8005579231,0.801390117,0.802290612,0.803182862,0.8042323265,0.8046951746,0.8053450055
dart slug,1,100,1,1,10,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
